date,phc_id,medicine_id,stock,patient_footfall,temperature,disease_cases,day_of_week,month,lag_1,lag_7,rolling_mean_7,daily_consumption
2025-05-04,PHC008,MED004,786,128,31.4,32,6,5,83.0,93.0,65.42857142857143,74
2025-05-05,PHC008,MED004,731,108,32.9,25,0,5,74.0,51.0,62.714285714285715,55
2025-05-06,PHC008,MED004,674,115,34.0,34,1,5,55.0,61.0,63.285714285714285,57
2025-05-07,PHC008,MED004,599,131,24.4,33,2,5,57.0,62.0,62.714285714285715,75
2025-05-08,PHC008,MED004,560,77,27.3,8,3,5,75.0,55.0,64.57142857142857,39
2025-05-09,PHC008,MED004,502,109,30.8,17,4,5,39.0,53.0,62.285714285714285,58
2025-05-10,PHC008,MED004,437,121,34.6,30,5,5,58.0,83.0,63.0,65
2025-05-11,PHC008,MED004,368,116,24.2,37,6,5,65.0,74.0,60.42857142857143,69
2025-05-12,PHC008,MED004,310,103,26.8,27,0,5,69.0,55.0,59.714285714285715,58
2025-05-13,PHC008,MED004,256,120,33.8,34,1,5,58.0,57.0,60.142857142857146,54
2025-05-14,PHC008,MED004,225,61,26.4,16,2,5,54.0,75.0,59.714285714285715,31
2025-05-15,PHC008,MED004,179,84,28.0,22,3,5,31.0,39.0,53.42857142857143,46
2025-05-16,PHC008,MED004,651,89,22.7,28,4,5,46.0,58.0,54.42857142857143,56
2025-05-17,PHC008,MED004,582,136,29.3,26,5,5,56.0,65.0,54.142857142857146,69
2025-05-18,PHC008,MED004,503,116,27.9,13,6,5,69.0,69.0,54.714285714285715,79
2025-05-19,PHC008,MED004,457,114,24.2,26,0,5,79.0,58.0,56.142857142857146,46
2025-05-20,PHC008,MED004,421,99,23.5,25,1,5,46.0,54.0,54.42857142857143,36
2025-05-21,PHC008,MED004,335,135,33.9,34,2,5,36.0,31.0,51.857142857142854,86
2025-05-22,PHC008,MED004,267,128,26.2,46,3,5,86.0,46.0,59.714285714285715,68
2025-05-23,PHC008,MED004,215,102,24.9,25,4,5,68.0,56.0,62.857142857142854,52
2025-05-24,PHC008,MED004,799,111,21.0,20,5,5,52.0,69.0,62.285714285714285,73
2025-05-25,PHC008,MED004,734,107,33.4,24,6,5,73.0,79.0,62.857142857142854,65
2025-05-26,PHC008,MED004,674,101,34.7,27,0,5,65.0,46.0,60.857142857142854,60
2025-05-27,PHC008,MED004,630,99,29.1,28,1,5,60.0,36.0,62.857142857142854,44
2025-05-28,PHC008,MED004,564,114,33.3,27,2,5,44.0,86.0,64.0,66
2025-05-29,PHC008,MED004,497,117,32.0,28,3,5,66.0,68.0,61.142857142857146,67
2025-05-30,PHC008,MED004,445,107,20.9,35,4,5,67.0,52.0,61.0,52
2025-05-31,PHC008,MED004,372,132,29.9,31,5,5,52.0,73.0,61.0,73
2025-06-01,PHC008,MED004,296,127,23.5,36,6,6,73.0,65.0,61.0,76
2025-06-02,PHC008,MED004,251,96,22.0,25,0,6,76.0,60.0,62.57142857142857,45
2025-06-03,PHC008,MED004,200,92,26.6,23,1,6,45.0,44.0,60.42857142857143,51
2025-06-04,PHC008,MED004,157,89,33.7,14,2,6,51.0,66.0,61.42857142857143,43
2025-06-05,PHC008,MED004,120,69,29.7,21,3,6,43.0,67.0,58.142857142857146,37
2025-06-06,PHC008,MED004,789,98,33.1,29,4,6,37.0,52.0,53.857142857142854,40
2025-06-07,PHC008,MED004,716,131,21.1,33,5,6,40.0,73.0,52.142857142857146,73
2025-06-08,PHC008,MED004,641,114,28.2,28,6,6,73.0,76.0,52.142857142857146,75
2025-06-09,PHC008,MED004,576,131,33.6,24,0,6,75.0,45.0,52.0,65
2025-06-10,PHC008,MED004,536,90,33.2,24,1,6,65.0,51.0,54.857142857142854,40
2025-06-11,PHC008,MED004,463,126,23.5,29,2,6,40.0,43.0,53.285714285714285,73
2025-06-12,PHC008,MED004,422,80,24.4,23,3,6,73.0,37.0,57.57142857142857,41
2025-06-13,PHC008,MED004,375,101,27.8,20,4,6,41.0,40.0,58.142857142857146,47
2025-06-14,PHC008,MED004,312,114,22.6,30,5,6,47.0,73.0,59.142857142857146,63
2025-06-15,PHC008,MED004,246,97,33.7,19,6,6,63.0,75.0,57.714285714285715,66
2025-06-16,PHC008,MED004,208,86,24.1,32,0,6,66.0,65.0,56.42857142857143,38
2025-06-17,PHC008,MED004,161,89,28.1,17,1,6,38.0,40.0,52.57142857142857,47
2025-06-18,PHC008,MED004,395,138,32.6,24,2,6,47.0,73.0,53.57142857142857,84
2025-06-19,PHC008,MED004,340,100,21.2,24,3,6,84.0,41.0,55.142857142857146,55
2025-06-20,PHC008,MED004,296,106,32.2,33,4,6,55.0,47.0,57.142857142857146,44
2025-06-21,PHC008,MED004,225,109,31.3,18,5,6,44.0,63.0,56.714285714285715,71
2025-06-22,PHC008,MED004,637,129,33.8,39,6,6,71.0,66.0,57.857142857142854,83
2025-06-23,PHC008,MED004,576,117,21.9,15,0,6,83.0,38.0,60.285714285714285,61
2025-06-24,PHC008,MED004,540,73,27.2,21,1,6,61.0,47.0,63.57142857142857,36
2025-06-25,PHC008,MED004,481,112,25.1,20,2,6,36.0,84.0,62.0,59
2025-06-26,PHC008,MED004,427,83,31.1,21,3,6,59.0,55.0,58.42857142857143,54
2025-06-27,PHC008,MED004,366,99,33.7,28,4,6,54.0,44.0,58.285714285714285,61
2025-06-28,PHC008,MED004,278,107,24.0,27,5,6,61.0,71.0,60.714285714285715,88
2025-06-29,PHC008,MED004,929,110,28.1,30,6,6,88.0,83.0,63.142857142857146,70
2025-01-08,PHC008,MED005,439,115,33.8,32,2,1,30.0,35.0,36.42857142857143,33
2025-01-09,PHC008,MED005,385,125,31.8,32,3,1,33.0,19.0,36.142857142857146,54
2025-01-10,PHC008,MED005,342,108,24.4,29,4,1,54.0,44.0,41.142857142857146,43
2025-01-11,PHC008,MED005,306,99,31.8,28,5,1,43.0,49.0,41.0,36
2025-01-12,PHC008,MED005,281,78,34.7,22,6,1,36.0,43.0,39.142857142857146,25
2025-01-13,PHC008,MED005,252,94,21.6,20,0,1,25.0,35.0,36.57142857142857,29
2025-01-14,PHC008,MED005,215,104,31.8,27,1,1,29.0,30.0,35.714285714285715,37
2025-01-15,PHC008,MED005,184,78,24.3,23,2,1,37.0,33.0,36.714285714285715,31
2025-01-16,PHC008,MED005,152,89,34.8,12,3,1,31.0,54.0,36.42857142857143,32
2025-01-17,PHC008,MED005,114,90,24.5,28,4,1,32.0,43.0,33.285714285714285,38
2025-01-18,PHC008,MED005,623,113,30.1,31,5,1,38.0,36.0,32.57142857142857,46
2025-01-19,PHC008,MED005,575,116,30.7,25,6,1,46.0,25.0,34.0,48
2025-01-20,PHC008,MED005,542,97,29.0,22,0,1,48.0,29.0,37.285714285714285,33
2025-01-21,PHC008,MED005,502,91,30.3,27,1,1,33.0,37.0,37.857142857142854,40
2025-01-22,PHC008,MED005,461,105,30.2,23,2,1,40.0,31.0,38.285714285714285,41
2025-01-23,PHC008,MED005,425,100,32.6,29,3,1,41.0,32.0,39.714285714285715,36
2025-01-24,PHC008,MED005,388,91,27.3,24,4,1,36.0,38.0,40.285714285714285,37
2025-01-25,PHC008,MED005,325,136,24.8,34,5,1,37.0,46.0,40.142857142857146,63
2025-01-26,PHC008,MED005,277,120,34.3,29,6,1,63.0,48.0,42.57142857142857,48
2025-01-27,PHC008,MED005,240,98,21.8,23,0,1,48.0,33.0,42.57142857142857,37
2025-01-28,PHC008,MED005,204,84,22.2,28,1,1,37.0,40.0,43.142857142857146,36
2025-01-29,PHC008,MED005,154,104,28.2,30,2,1,36.0,41.0,42.57142857142857,50
2025-01-30,PHC008,MED005,116,112,20.6,11,3,1,50.0,36.0,43.857142857142854,38
2025-01-31,PHC008,MED005,813,85,25.5,10,4,1,38.0,37.0,44.142857142857146,31
2025-02-01,PHC008,MED005,764,133,26.9,34,5,2,31.0,63.0,43.285714285714285,49
2025-02-02,PHC008,MED005,717,132,27.4,38,6,2,49.0,48.0,41.285714285714285,47
2025-02-03,PHC008,MED005,682,100,25.5,36,0,2,47.0,37.0,41.142857142857146,35
2025-02-04,PHC008,MED005,648,82,26.9,23,1,2,35.0,36.0,40.857142857142854,34
2025-02-05,PHC008,MED005,606,90,25.1,18,2,2,34.0,50.0,40.57142857142857,42
2025-02-06,PHC008,MED005,570,91,34.6,28,3,2,42.0,38.0,39.42857142857143,36
2025-02-07,PHC008,MED005,535,104,29.4,28,4,2,36.0,31.0,39.142857142857146,35
2025-02-08,PHC008,MED005,474,132,21.2,38,5,2,35.0,49.0,39.714285714285715,61
2025-02-09,PHC008,MED005,432,129,24.3,41,6,2,61.0,47.0,41.42857142857143,42
2025-02-10,PHC008,MED005,389,111,25.2,29,0,2,42.0,35.0,40.714285714285715,43
2025-02-11,PHC008,MED005,355,112,25.5,27,1,2,43.0,34.0,41.857142857142854,34
2025-02-12,PHC008,MED005,320,103,26.8,24,2,2,34.0,42.0,41.857142857142854,35
2025-02-13,PHC008,MED005,289,85,31.4,24,3,2,35.0,36.0,40.857142857142854,31
2025-02-14,PHC008,MED005,260,91,33.1,25,4,2,31.0,35.0,40.142857142857146,29
2025-02-15,PHC008,MED005,211,102,25.6,33,5,2,29.0,61.0,39.285714285714285,49
2025-02-16,PHC008,MED005,162,113,22.2,32,6,2,49.0,42.0,37.57142857142857,49
2025-02-17,PHC008,MED005,128,97,29.5,25,0,2,49.0,43.0,38.57142857142857,34
2025-02-18,PHC008,MED005,662,104,26.9,15,1,2,34.0,34.0,37.285714285714285,46
2025-02-19,PHC008,MED005,614,105,22.8,33,2,2,46.0,35.0,39.0,48
2025-02-20,PHC008,MED005,578,98,23.6,16,3,2,48.0,31.0,40.857142857142854,36
2025-02-21,PHC008,MED005,530,95,33.2,31,4,2,36.0,29.0,41.57142857142857,48
2025-02-22,PHC008,MED005,479,111,22.6,35,5,2,48.0,49.0,44.285714285714285,51
2025-02-23,PHC008,MED005,407,141,31.9,35,6,2,51.0,49.0,44.57142857142857,72
2025-02-24,PHC008,MED005,366,113,22.6,28,0,2,72.0,34.0,47.857142857142854,41
2025-02-25,PHC008,MED005,340,74,32.5,22,1,2,41.0,46.0,48.857142857142854,26
2025-02-26,PHC008,MED005,305,110,24.8,32,2,2,26.0,48.0,46.0,35
2025-02-27,PHC008,MED005,262,92,29.1,21,3,2,35.0,36.0,44.142857142857146,43
2025-02-28,PHC008,MED005,223,101,33.7,27,4,2,43.0,48.0,45.142857142857146,39
2025-03-01,PHC008,MED005,770,125,28.3,31,5,3,39.0,51.0,43.857142857142854,57
2025-03-02,PHC008,MED005,705,150,21.7,44,6,3,57.0,72.0,44.714285714285715,65
2025-03-03,PHC008,MED005,680,78,32.0,19,0,3,65.0,41.0,43.714285714285715,25
2025-03-04,PHC008,MED005,651,97,23.0,18,1,3,25.0,26.0,41.42857142857143,29
2025-03-05,PHC008,MED005,619,88,26.9,19,2,3,29.0,35.0,41.857142857142854,32
2025-03-06,PHC008,MED005,586,95,27.4,23,3,3,32.0,43.0,41.42857142857143,33
2025-03-07,PHC008,MED005,550,109,31.6,27,4,3,33.0,39.0,40.0,36
2025-03-08,PHC008,MED005,526,94,30.6,16,5,3,36.0,57.0,39.57142857142857,24
2025-03-09,PHC008,MED005,477,116,32.9,33,6,3,24.0,65.0,34.857142857142854,49
2025-03-10,PHC008,MED005,448,93,27.9,22,0,3,49.0,25.0,32.57142857142857,29
2025-03-11,PHC008,MED005,420,90,28.7,17,1,3,29.0,29.0,33.142857142857146,28
2025-03-12,PHC008,MED005,382,96,25.4,20,2,3,28.0,32.0,33.0,38
2025-03-13,PHC008,MED005,331,127,28.9,36,3,3,38.0,33.0,33.857142857142854,51
2025-03-14,PHC008,MED005,301,96,23.3,23,4,3,51.0,36.0,36.42857142857143,30
2025-03-15,PHC008,MED005,248,152,21.4,36,5,3,30.0,24.0,35.57142857142857,53
2025-03-16,PHC008,MED005,190,127,26.5,30,6,3,53.0,49.0,39.714285714285715,58
2025-03-17,PHC008,MED005,156,90,33.9,26,0,3,58.0,29.0,41.0,34
2025-03-18,PHC008,MED005,506,135,33.7,23,1,3,34.0,28.0,41.714285714285715,61
2025-03-19,PHC008,MED005,473,117,21.4,25,2,3,61.0,38.0,46.42857142857143,33
2025-03-20,PHC008,MED005,431,115,31.4,32,3,3,33.0,51.0,45.714285714285715,42
2025-03-21,PHC008,MED005,390,114,30.8,30,4,3,42.0,30.0,44.42857142857143,41
2025-03-22,PHC008,MED005,339,117,33.3,28,5,3,41.0,53.0,46.0,51
2025-03-23,PHC008,MED005,264,154,20.4,38,6,3,51.0,58.0,45.714285714285715,75
2025-03-24,PHC008,MED005,230,90,27.8,22,0,3,75.0,34.0,48.142857142857146,34
2025-03-25,PHC008,MED005,201,88,25.2,24,1,3,34.0,61.0,48.142857142857146,29
2025-03-26,PHC008,MED005,167,97,32.9,19,2,3,29.0,33.0,43.57142857142857,34
2025-03-27,PHC008,MED005,135,104,23.1,29,3,3,34.0,42.0,43.714285714285715,32
2025-03-28,PHC008,MED005,440,79,29.9,25,4,3,32.0,41.0,42.285714285714285,34
2025-03-29,PHC008,MED005,382,112,30.1,39,5,3,34.0,51.0,41.285714285714285,58
2025-03-30,PHC008,MED005,330,122,31.6,30,6,3,58.0,75.0,42.285714285714285,52
2025-03-31,PHC008,MED005,298,86,22.8,22,0,3,52.0,34.0,39.0,32
2025-04-01,PHC008,MED005,256,114,32.9,23,1,4,32.0,29.0,38.714285714285715,42
2025-04-02,PHC008,MED005,215,117,25.2,29,2,4,42.0,34.0,40.57142857142857,41
2025-04-03,PHC008,MED005,181,90,29.0,19,3,4,41.0,32.0,41.57142857142857,34
2025-04-04,PHC008,MED005,152,89,30.7,20,4,4,34.0,34.0,41.857142857142854,29
2025-04-05,PHC008,MED005,772,128,30.4,31,5,4,29.0,58.0,41.142857142857146,60
2025-04-06,PHC008,MED005,728,123,20.1,28,6,4,60.0,52.0,41.42857142857143,44
2025-04-07,PHC008,MED005,685,119,33.7,30,0,4,44.0,32.0,40.285714285714285,43
2025-04-08,PHC008,MED005,645,106,23.2,23,1,4,43.0,42.0,41.857142857142854,40
2025-04-09,PHC008,MED005,611,102,31.3,26,2,4,40.0,41.0,41.57142857142857,34
2025-04-10,PHC008,MED005,568,117,30.4,25,3,4,34.0,34.0,40.57142857142857,43
2025-04-11,PHC008,MED005,535,95,29.3,17,4,4,43.0,29.0,41.857142857142854,33
2025-04-12,PHC008,MED005,482,108,32.6,22,5,4,33.0,60.0,42.42857142857143,53
2025-04-13,PHC008,MED005,440,108,32.8,27,6,4,53.0,44.0,41.42857142857143,42
2025-04-14,PHC008,MED005,404,118,28.3,26,0,4,42.0,43.0,41.142857142857146,36
2025-04-15,PHC008,MED005,367,95,24.7,27,1,4,36.0,40.0,40.142857142857146,37
2025-04-16,PHC008,MED005,341,94,34.3,24,2,4,37.0,34.0,39.714285714285715,26
2025-04-17,PHC008,MED005,303,109,33.8,14,3,4,26.0,43.0,38.57142857142857,38
2025-04-18,PHC008,MED005,271,100,28.1,25,4,4,38.0,33.0,37.857142857142854,32
2025-04-19,PHC008,MED005,221,133,27.3,29,5,4,32.0,53.0,37.714285714285715,50
2025-04-20,PHC008,MED005,168,128,23.6,30,6,4,50.0,42.0,37.285714285714285,53
2025-04-21,PHC008,MED005,126,113,23.5,28,0,4,53.0,36.0,38.857142857142854,42
2025-04-22,PHC008,MED005,641,116,32.0,27,1,4,42.0,37.0,39.714285714285715,49
2025-04-23,PHC008,MED005,606,86,30.7,23,2,4,49.0,26.0,41.42857142857143,35
2025-04-24,PHC008,MED005,568,108,26.0,27,3,4,35.0,38.0,42.714285714285715,38
2025-04-25,PHC008,MED005,531,112,33.4,30,4,4,38.0,32.0,42.714285714285715,37
2025-04-26,PHC008,MED005,482,109,27.7,31,5,4,37.0,50.0,43.42857142857143,49
2025-04-27,PHC008,MED005,429,124,31.2,31,6,4,49.0,53.0,43.285714285714285,53
2025-04-28,PHC008,MED005,377,128,21.7,29,0,4,53.0,42.0,43.285714285714285,52
2025-04-29,PHC008,MED005,335,97,25.7,27,1,4,52.0,49.0,44.714285714285715,42
2025-04-30,PHC008,MED005,292,108,25.8,25,2,4,42.0,35.0,43.714285714285715,43
2025-05-01,PHC008,MED005,247,111,25.6,28,3,5,43.0,38.0,44.857142857142854,45
2025-05-02,PHC008,MED005,203,112,31.7,21,4,5,45.0,37.0,45.857142857142854,44
2025-05-03,PHC008,MED005,538,104,24.0,32,5,5,44.0,49.0,46.857142857142854,54
2025-05-04,PHC008,MED005,499,111,23.7,27,6,5,54.0,53.0,47.57142857142857,39
2025-05-05,PHC008,MED005,466,90,32.7,22,0,5,39.0,52.0,45.57142857142857,33
2025-05-06,PHC008,MED005,437,73,34.8,18,1,5,33.0,42.0,42.857142857142854,29
2025-05-07,PHC008,MED005,402,105,33.2,23,2,5,29.0,43.0,41.0,35
2025-05-08,PHC008,MED005,362,82,32.7,14,3,5,35.0,45.0,39.857142857142854,40
2025-05-09,PHC008,MED005,316,92,26.4,27,4,5,40.0,44.0,39.142857142857146,46
2025-05-10,PHC008,MED005,268,119,34.3,31,5,5,46.0,54.0,39.42857142857143,48
2025-05-11,PHC008,MED005,219,112,27.4,25,6,5,48.0,39.0,38.57142857142857,49
2025-05-12,PHC008,MED005,180,110,27.1,18,0,5,49.0,33.0,40.0,39
2025-05-13,PHC008,MED005,136,101,21.5,27,1,5,39.0,29.0,40.857142857142854,44
2025-05-14,PHC008,MED005,108,71,23.1,8,2,5,44.0,35.0,43.0,28
2025-05-15,PHC008,MED005,666,105,25.5,22,3,5,28.0,40.0,42.0,39
2025-05-16,PHC008,MED005,625,96,26.8,20,4,5,39.0,46.0,41.857142857142854,41
2025-05-17,PHC008,MED005,565,136,23.9,33,5,5,41.0,48.0,41.142857142857146,60
2025-05-18,PHC008,MED005,520,97,33.6,30,6,5,60.0,49.0,42.857142857142854,45
2025-05-19,PHC008,MED005,476,109,22.8,27,0,5,45.0,39.0,42.285714285714285,44
2025-05-20,PHC008,MED005,452,76,34.2,24,1,5,44.0,44.0,43.0,24
2025-05-21,PHC008,MED005,416,103,29.4,34,2,5,24.0,28.0,40.142857142857146,36
2025-05-22,PHC008,MED005,384,98,27.0,24,3,5,36.0,39.0,41.285714285714285,32
2025-05-23,PHC008,MED005,335,117,32.2,29,4,5,32.0,41.0,40.285714285714285,49
2025-05-24,PHC008,MED005,291,111,30.6,25,5,5,49.0,60.0,41.42857142857143,44
2025-05-25,PHC008,MED005,241,114,34.3,31,6,5,44.0,45.0,39.142857142857146,50
2025-05-26,PHC008,MED005,190,122,24.4,25,0,5,50.0,44.0,39.857142857142854,51
2025-05-27,PHC008,MED005,152,123,31.3,18,1,5,51.0,24.0,40.857142857142854,38
2025-05-28,PHC008,MED005,588,105,22.0,35,2,5,38.0,36.0,42.857142857142854,39
2025-05-29,PHC008,MED005,558,102,20.2,26,3,5,39.0,32.0,43.285714285714285,30
2025-05-30,PHC008,MED005,519,119,30.8,37,4,5,30.0,49.0,43.0,39
2025-05-31,PHC008,MED005,457,160,23.1,46,5,5,39.0,44.0,41.57142857142857,62
2025-06-01,PHC008,MED005,412,135,24.8,35,6,6,62.0,50.0,44.142857142857146,45
2025-06-02,PHC008,MED005,377,107,21.8,30,0,6,45.0,51.0,43.42857142857143,35
2025-06-03,PHC008,MED005,336,107,24.2,27,1,6,35.0,38.0,41.142857142857146,41
2025-06-04,PHC008,MED005,303,99,30.8,17,2,6,41.0,39.0,41.57142857142857,33
2025-06-05,PHC008,MED005,274,80,20.2,22,3,6,33.0,30.0,40.714285714285715,29
2025-06-06,PHC008,MED005,251,67,21.9,12,4,6,29.0,39.0,40.57142857142857,23
2025-06-07,PHC008,MED005,212,105,34.3,23,5,6,23.0,62.0,38.285714285714285,39
2025-06-08,PHC008,MED005,937,116,32.8,25,6,6,39.0,45.0,35.0,56
2025-06-09,PHC008,MED005,909,83,21.3,14,0,6,56.0,35.0,36.57142857142857,28
2025-06-10,PHC008,MED005,861,112,29.4,26,1,6,28.0,41.0,35.57142857142857,48
2025-06-11,PHC008,MED005,834,83,25.3,22,2,6,48.0,33.0,36.57142857142857,27
2025-06-12,PHC008,MED005,794,131,32.2,46,3,6,27.0,29.0,35.714285714285715,40
2025-06-13,PHC008,MED005,758,96,32.1,16,4,6,40.0,23.0,37.285714285714285,36
2025-06-14,PHC008,MED005,718,110,29.9,17,5,6,36.0,39.0,39.142857142857146,40
2025-06-15,PHC008,MED005,673,108,22.1,26,6,6,40.0,56.0,39.285714285714285,45
2025-06-16,PHC008,MED005,626,112,29.6,24,0,6,45.0,28.0,37.714285714285715,47
2025-06-17,PHC008,MED005,594,96,28.4,26,1,6,47.0,48.0,40.42857142857143,32
2025-06-18,PHC008,MED005,565,119,21.0,24,2,6,32.0,27.0,38.142857142857146,29
2025-06-19,PHC008,MED005,529,95,33.4,22,3,6,29.0,40.0,38.42857142857143,36
2025-06-20,PHC008,MED005,485,104,34.0,22,4,6,36.0,36.0,37.857142857142854,44
2025-06-21,PHC008,MED005,439,110,26.2,25,5,6,44.0,40.0,39.0,46
2025-06-22,PHC008,MED005,383,148,23.9,42,6,6,46.0,45.0,39.857142857142854,56
2025-06-23,PHC008,MED005,343,116,32.8,47,0,6,56.0,47.0,41.42857142857143,40
2025-06-24,PHC008,MED005,303,103,26.9,34,1,6,40.0,32.0,40.42857142857143,40
2025-06-25,PHC008,MED005,276,93,27.3,24,2,6,40.0,29.0,41.57142857142857,27
2025-06-26,PHC008,MED005,217,128,30.1,29,3,6,27.0,36.0,41.285714285714285,59
2025-06-27,PHC008,MED005,194,87,22.8,23,4,6,59.0,44.0,44.57142857142857,23
2025-06-28,PHC008,MED005,155,93,27.2,23,5,6,23.0,46.0,41.57142857142857,39
2025-06-29,PHC008,MED005,635,138,20.1,40,6,6,39.0,56.0,40.57142857142857,60
2025-01-08,PHC009,MED001,637,117,34.6,32,2,1,49.0,97.0,97.28571428571429,90
2025-01-09,PHC009,MED001,548,109,20.2,27,3,1,90.0,108.0,96.28571428571429,89
2025-01-10,PHC009,MED001,470,86,28.9,29,4,1,89.0,110.0,93.57142857142857,78
2025-01-11,PHC009,MED001,354,141,32.2,34,5,1,78.0,141.0,89.0,116
2025-01-12,PHC009,MED001,996,127,31.0,25,6,1,116.0,81.0,85.42857142857143,128
2025-01-13,PHC009,MED001,895,103,31.3,17,0,1,128.0,95.0,92.14285714285714,101
2025-01-14,PHC009,MED001,795,105,31.9,34,1,1,101.0,49.0,93.0,100
2025-01-15,PHC009,MED001,710,103,33.3,19,2,1,100.0,90.0,100.28571428571429,85
2025-01-16,PHC009,MED001,605,108,30.4,26,3,1,85.0,89.0,99.57142857142857,105
2025-01-17,PHC009,MED001,511,87,28.1,24,4,1,105.0,78.0,101.85714285714286,94
2025-01-18,PHC009,MED001,395,99,20.9,27,5,1,94.0,116.0,104.14285714285714,116
2025-01-19,PHC009,MED001,796,113,33.0,28,6,1,116.0,128.0,104.14285714285714,125
2025-01-20,PHC009,MED001,699,95,25.4,27,0,1,125.0,101.0,103.71428571428571,97
2025-01-21,PHC009,MED001,615,104,27.6,34,1,1,97.0,100.0,103.14285714285714,84
2025-01-22,PHC009,MED001,521,109,28.7,22,2,1,84.0,85.0,100.85714285714286,94
2025-01-23,PHC009,MED001,398,142,20.6,35,3,1,94.0,105.0,102.14285714285714,123
2025-01-24,PHC009,MED001,670,133,26.6,33,4,1,123.0,94.0,104.71428571428571,119
2025-01-25,PHC009,MED001,570,88,23.4,31,5,1,119.0,116.0,108.28571428571429,100
2025-01-26,PHC009,MED001,759,153,23.8,28,6,1,100.0,125.0,106.0,198
2025-01-27,PHC009,MED001,642,123,26.6,29,0,1,198.0,97.0,116.42857142857143,117
2025-01-28,PHC009,MED001,523,129,34.9,31,1,1,117.0,84.0,119.28571428571429,119
2025-01-29,PHC009,MED001,407,109,31.6,17,2,1,119.0,94.0,124.28571428571429,116
2025-01-30,PHC009,MED001,919,112,25.1,25,3,1,116.0,123.0,127.42857142857143,119
2025-01-31,PHC009,MED001,820,119,31.2,34,4,1,119.0,119.0,126.85714285714286,99
2025-02-01,PHC009,MED001,699,131,31.4,31,5,2,99.0,100.0,124.0,121
2025-02-02,PHC009,MED001,605,87,20.9,15,6,2,121.0,198.0,127.0,94
2025-02-03,PHC009,MED001,540,81,33.9,23,0,2,94.0,117.0,112.14285714285714,65
2025-02-04,PHC009,MED001,476,80,22.9,26,1,2,65.0,119.0,104.71428571428571,64
2025-02-05,PHC009,MED001,380,109,28.0,29,2,2,64.0,116.0,96.85714285714286,96
2025-02-06,PHC009,MED001,291,99,31.6,28,3,2,96.0,119.0,94.0,89
2025-02-07,PHC009,MED001,602,98,32.8,30,4,2,89.0,99.0,89.71428571428571,101
2025-02-08,PHC009,MED001,489,116,25.1,29,5,2,101.0,121.0,90.0,113
2025-02-09,PHC009,MED001,1044,122,27.1,30,6,2,113.0,94.0,88.85714285714286,137
2025-02-10,PHC009,MED001,963,106,20.8,18,0,2,137.0,65.0,95.0,81
2025-02-11,PHC009,MED001,864,103,34.0,27,1,2,81.0,64.0,97.28571428571429,99
2025-02-12,PHC009,MED001,740,133,20.2,34,2,2,99.0,96.0,102.28571428571429,124
2025-02-13,PHC009,MED001,652,119,29.5,30,3,2,124.0,89.0,106.28571428571429,88
2025-02-14,PHC009,MED001,579,82,23.2,18,4,2,88.0,101.0,106.14285714285714,73
2025-02-15,PHC009,MED001,439,140,25.4,35,5,2,73.0,113.0,102.14285714285714,140
2025-02-16,PHC009,MED001,679,106,33.8,27,6,2,140.0,137.0,106.0,111
2025-02-17,PHC009,MED001,583,119,29.6,22,0,2,111.0,81.0,102.28571428571429,96
2025-02-18,PHC009,MED001,515,84,30.2,29,1,2,96.0,99.0,104.42857142857143,68
2025-02-19,PHC009,MED001,425,111,33.4,24,2,2,68.0,124.0,100.0,90
2025-02-20,PHC009,MED001,335,100,25.5,20,3,2,90.0,88.0,95.14285714285714,90
2025-02-21,PHC009,MED001,262,96,21.4,22,4,2,90.0,73.0,95.42857142857143,73
2025-02-22,PHC009,MED001,694,102,31.9,26,5,2,73.0,140.0,95.42857142857143,90
2025-02-23,PHC009,MED001,539,130,30.7,31,6,2,90.0,111.0,88.28571428571429,155
2025-02-24,PHC009,MED001,433,97,29.7,20,0,2,155.0,96.0,94.57142857142857,106
2025-02-25,PHC009,MED001,333,108,23.1,22,1,2,106.0,68.0,96.0,100
2025-02-26,PHC009,MED001,545,108,34.9,24,2,2,100.0,90.0,100.57142857142857,107
2025-02-27,PHC009,MED001,939,135,33.7,34,3,2,107.0,90.0,103.0,145
2025-02-28,PHC009,MED001,815,128,27.8,28,4,2,145.0,73.0,110.85714285714286,124
2025-03-01,PHC009,MED001,670,135,22.5,33,5,3,124.0,90.0,118.14285714285714,145
2025-03-02,PHC009,MED001,573,113,28.7,25,6,3,145.0,155.0,126.0,97
2025-03-03,PHC009,MED001,522,74,30.2,21,0,3,97.0,106.0,117.71428571428571,51
2025-03-04,PHC009,MED001,449,108,20.2,24,1,3,51.0,100.0,109.85714285714286,73
2025-03-05,PHC009,MED001,358,121,29.6,29,2,3,73.0,107.0,106.0,91
2025-03-06,PHC009,MED001,788,110,26.9,22,3,3,91.0,145.0,103.71428571428571,111
2025-03-07,PHC009,MED001,687,108,28.5,30,4,3,111.0,124.0,98.85714285714286,101
2025-03-08,PHC009,MED001,587,118,22.1,24,5,3,101.0,145.0,95.57142857142857,100
2025-03-09,PHC009,MED001,459,113,23.5,35,6,3,100.0,97.0,89.14285714285714,128
2025-03-10,PHC009,MED001,373,102,32.8,29,0,3,128.0,51.0,93.57142857142857,86
2025-03-11,PHC009,MED001,1020,115,26.0,25,1,3,86.0,73.0,98.57142857142857,117
