date,phc_id,medicine_id,stock,daily_consumption,patient_footfall,temperature,disease_cases
13-02-2025,PHC009,MED003,567,63,136,26.9,26
14-02-2025,PHC009,MED003,503,64,134,21.6,28
15-02-2025,PHC009,MED003,433,70,130,29.9,24
16-02-2025,PHC009,MED003,361,72,116,25.5,29
17-02-2025,PHC009,MED003,295,66,140,26.5,42
18-02-2025,PHC009,MED003,243,52,107,20.3,34
19-02-2025,PHC009,MED003,186,57,134,27.4,45
20-02-2025,PHC009,MED003,616,58,102,23,20
21-02-2025,PHC009,MED003,561,55,113,23,35
22-02-2025,PHC009,MED003,460,101,151,29.6,44
23-02-2025,PHC009,MED003,384,76,129,23.6,36
24-02-2025,PHC009,MED003,324,60,105,34.5,30
25-02-2025,PHC009,MED003,270,54,99,21.8,21
26-02-2025,PHC009,MED003,963,82,146,30,35
27-02-2025,PHC009,MED003,903,60,134,32.9,29
28-02-2025,PHC009,MED003,852,51,93,28.4,26
01-03-2025,PHC009,MED003,782,70,111,31.2,42
02-03-2025,PHC009,MED003,697,85,140,31.4,38
03-03-2025,PHC009,MED003,641,56,112,24.9,23
04-03-2025,PHC009,MED003,599,42,96,22.4,24
05-03-2025,PHC009,MED003,554,45,95,28.3,20
06-03-2025,PHC009,MED003,476,78,128,29.2,26
07-03-2025,PHC009,MED003,431,45,102,27.9,22
08-03-2025,PHC009,MED003,357,74,155,34.7,35
09-03-2025,PHC009,MED003,288,69,119,25.5,31
10-03-2025,PHC009,MED003,226,62,113,29,22
11-03-2025,PHC009,MED003,489,61,117,26.1,29
12-03-2025,PHC009,MED003,424,65,132,30.3,34
13-03-2025,PHC009,MED003,383,41,85,27.5,26
14-03-2025,PHC009,MED003,304,79,140,30,37
15-03-2025,PHC009,MED003,245,59,113,34.2,24
16-03-2025,PHC009,MED003,953,79,131,28,32
17-03-2025,PHC009,MED003,894,59,121,31.3,35
18-03-2025,PHC009,MED003,845,49,95,26.1,26
19-03-2025,PHC009,MED003,798,47,97,20.1,25
20-03-2025,PHC009,MED003,744,54,111,21.4,33
21-03-2025,PHC009,MED003,671,73,133,24.2,29
22-03-2025,PHC009,MED003,588,83,123,24.1,25
23-03-2025,PHC009,MED003,517,71,128,31.5,24
24-03-2025,PHC009,MED003,459,58,110,26.5,20
25-03-2025,PHC009,MED003,399,60,129,30.2,28
26-03-2025,PHC009,MED003,351,48,93,32.8,21
27-03-2025,PHC009,MED003,274,77,128,30,29
28-03-2025,PHC009,MED003,237,37,96,25.8,35
29-03-2025,PHC009,MED003,182,55,98,23.7,17
30-03-2025,PHC009,MED003,718,78,130,26.6,28
31-03-2025,PHC009,MED003,638,80,116,29.4,26
01-04-2025,PHC009,MED003,591,47,114,20.2,22
02-04-2025,PHC009,MED003,534,57,102,28.8,19
03-04-2025,PHC009,MED003,478,56,92,32.1,27
04-04-2025,PHC009,MED003,426,52,121,32.6,26
05-04-2025,PHC009,MED003,367,59,102,23.6,21
06-04-2025,PHC009,MED003,310,57,104,25.8,27
07-04-2025,PHC009,MED003,265,45,99,20.8,24
08-04-2025,PHC009,MED003,221,44,111,20.8,25
09-04-2025,PHC009,MED003,186,35,91,23.1,27
10-04-2025,PHC009,MED003,145,41,126,34.5,27
11-04-2025,PHC009,MED003,592,50,97,33.9,24
12-04-2025,PHC009,MED003,543,49,112,24.9,23
13-04-2025,PHC009,MED003,476,67,129,29.8,24
14-04-2025,PHC009,MED003,426,50,86,27.5,15
15-04-2025,PHC009,MED003,378,48,108,33.3,26
16-04-2025,PHC009,MED003,303,75,134,31.2,36
17-04-2025,PHC009,MED003,254,49,102,23.8,22
18-04-2025,PHC009,MED003,199,55,103,27,22
19-04-2025,PHC009,MED003,848,60,120,34.4,31
20-04-2025,PHC009,MED003,755,93,150,24.4,37
21-04-2025,PHC009,MED003,688,67,128,26.5,35
22-04-2025,PHC009,MED003,622,66,133,23.7,35
23-04-2025,PHC009,MED003,568,54,126,28.6,34
24-04-2025,PHC009,MED003,523,45,105,26.1,21
25-04-2025,PHC009,MED003,467,56,101,24.7,22
26-04-2025,PHC009,MED003,400,67,115,34.8,21
27-04-2025,PHC009,MED003,334,66,149,30.6,32
28-04-2025,PHC009,MED003,280,54,109,34.9,31
29-04-2025,PHC009,MED003,221,59,116,28.9,34
30-04-2025,PHC009,MED003,174,47,83,21.4,23
01-05-2025,PHC009,MED003,147,27,81,31.2,26
02-05-2025,PHC009,MED003,479,45,107,20.6,26
03-05-2025,PHC009,MED003,422,57,129,24,33
04-05-2025,PHC009,MED003,367,55,132,28.7,34
05-05-2025,PHC009,MED003,314,53,110,29,22
06-05-2025,PHC009,MED003,256,58,116,29.2,32
07-05-2025,PHC009,MED003,217,39,75,32,24
08-05-2025,PHC009,MED003,891,70,140,24.7,31
09-05-2025,PHC009,MED003,828,63,126,31,31
10-05-2025,PHC009,MED003,756,72,111,20.2,28
11-05-2025,PHC009,MED003,675,81,125,34.7,20
12-05-2025,PHC009,MED003,612,63,121,34,25
13-05-2025,PHC009,MED003,554,58,112,35,25
14-05-2025,PHC009,MED003,483,71,137,29.1,37
15-05-2025,PHC009,MED003,438,45,98,21.3,25
16-05-2025,PHC009,MED003,377,61,117,23.3,28
17-05-2025,PHC009,MED003,319,58,99,34.5,31
18-05-2025,PHC009,MED003,250,69,128,24.9,32
19-05-2025,PHC009,MED003,191,59,100,34.1,29
20-05-2025,PHC009,MED003,508,56,95,31.2,15
21-05-2025,PHC009,MED003,454,54,96,20.1,25
22-05-2025,PHC009,MED003,414,40,100,30.3,24
23-05-2025,PHC009,MED003,359,55,93,26.4,25
24-05-2025,PHC009,MED003,282,77,125,22.7,32
25-05-2025,PHC009,MED003,913,83,123,25.7,28
26-05-2025,PHC009,MED003,859,54,94,32,25
27-05-2025,PHC009,MED003,795,64,119,31.4,38
28-05-2025,PHC009,MED003,742,53,107,24.2,29
29-05-2025,PHC009,MED003,687,55,97,21.2,22
30-05-2025,PHC009,MED003,647,40,99,28.7,29
31-05-2025,PHC009,MED003,570,77,136,30.6,43
01-06-2025,PHC009,MED003,482,88,134,26.2,36
02-06-2025,PHC009,MED003,437,45,95,33.9,22
03-06-2025,PHC009,MED003,379,58,115,24.6,36
04-06-2025,PHC009,MED003,321,58,122,21,24
05-06-2025,PHC009,MED003,275,46,91,20.7,27
06-06-2025,PHC009,MED003,221,54,111,31.6,31
07-06-2025,PHC009,MED003,694,73,115,20.1,21
08-06-2025,PHC009,MED003,641,53,121,24.5,25
09-06-2025,PHC009,MED003,583,58,115,33.5,38
10-06-2025,PHC009,MED003,527,56,128,24,37
11-06-2025,PHC009,MED003,472,55,114,31.8,26
12-06-2025,PHC009,MED003,381,91,148,24,37
13-06-2025,PHC009,MED003,311,70,119,29.3,25
14-06-2025,PHC009,MED003,239,72,104,32.1,23
15-06-2025,PHC009,MED003,187,52,99,27.1,20
16-06-2025,PHC009,MED003,147,40,81,28.1,23
17-06-2025,PHC009,MED003,692,64,114,20.6,24
18-06-2025,PHC009,MED003,624,68,139,23.6,41
19-06-2025,PHC009,MED003,575,49,91,34.7,30
20-06-2025,PHC009,MED003,533,42,99,33.4,17
21-06-2025,PHC009,MED003,473,60,111,23.7,22
22-06-2025,PHC009,MED003,398,75,115,23.2,24
23-06-2025,PHC009,MED003,345,53,101,30.7,19
24-06-2025,PHC009,MED003,292,53,108,25.8,31
25-06-2025,PHC009,MED003,232,60,83,25.3,16
26-06-2025,PHC009,MED003,470,72,123,28.6,37
27-06-2025,PHC009,MED003,426,44,103,34.9,20
28-06-2025,PHC009,MED003,348,78,126,23.9,31
29-06-2025,PHC009,MED003,273,75,127,26.4,24
01-01-2025,PHC009,MED004,1106,62,118,21.7,28
02-01-2025,PHC009,MED004,1051,55,101,34,27
03-01-2025,PHC009,MED004,994,57,99,31.1,21
04-01-2025,PHC009,MED004,909,85,123,20.3,21
05-01-2025,PHC009,MED004,805,104,159,33.3,49
06-01-2025,PHC009,MED004,754,51,93,28.8,30
07-01-2025,PHC009,MED004,695,59,109,28.3,26
08-01-2025,PHC009,MED004,653,42,105,27.5,37
09-01-2025,PHC009,MED004,586,67,101,20.4,26
10-01-2025,PHC009,MED004,539,47,97,27,21
11-01-2025,PHC009,MED004,471,68,108,20.7,27
12-01-2025,PHC009,MED004,369,102,145,21.9,39
13-01-2025,PHC009,MED004,312,57,116,25,28
14-01-2025,PHC009,MED004,266,46,88,26.5,17
15-01-2025,PHC009,MED004,843,79,125,29.5,30
16-01-2025,PHC009,MED004,794,49,105,34.9,28
17-01-2025,PHC009,MED004,724,70,112,25.3,25
18-01-2025,PHC009,MED004,660,64,99,23.6,29
19-01-2025,PHC009,MED004,571,89,151,34,33
20-01-2025,PHC009,MED004,532,39,86,29.1,20
21-01-2025,PHC009,MED004,482,50,106,25.4,27
22-01-2025,PHC009,MED004,422,60,120,26.2,35
23-01-2025,PHC009,MED004,365,57,95,21.8,24
24-01-2025,PHC009,MED004,305,60,114,26.7,27
25-01-2025,PHC009,MED004,232,73,143,29.1,35
26-01-2025,PHC009,MED004,770,97,156,34.2,45
27-01-2025,PHC009,MED004,719,51,99,23.5,23
28-01-2025,PHC009,MED004,646,73,122,25.3,27
29-01-2025,PHC009,MED004,572,74,113,29.2,18
30-01-2025,PHC009,MED004,493,79,114,21.8,28
31-01-2025,PHC009,MED004,456,37,96,28.7,27
01-02-2025,PHC009,MED004,390,66,109,23.6,24
02-02-2025,PHC009,MED004,311,79,146,23.7,38
03-02-2025,PHC009,MED004,253,58,102,28,32
04-02-2025,PHC009,MED004,210,43,84,31.7,20
05-02-2025,PHC009,MED004,477,60,117,30.3,30
06-02-2025,PHC009,MED004,402,75,124,31.6,36
07-02-2025,PHC009,MED004,343,59,106,28.4,24
08-02-2025,PHC009,MED004,280,63,101,28.8,30
09-02-2025,PHC009,MED004,551,94,139,22.5,28
10-02-2025,PHC009,MED004,494,57,116,26.6,31
11-02-2025,PHC009,MED004,431,63,113,23.7,28
12-02-2025,PHC009,MED004,389,42,95,32.2,17
13-02-2025,PHC009,MED004,324,65,119,24.9,28
14-02-2025,PHC009,MED004,273,51,87,30.9,22
15-02-2025,PHC009,MED004,844,71,106,33.7,23
16-02-2025,PHC009,MED004,771,73,121,24.8,34
17-02-2025,PHC009,MED004,704,67,123,25,30
18-02-2025,PHC009,MED004,648,56,91,22.1,30
19-02-2025,PHC009,MED004,592,56,107,31,22
20-02-2025,PHC009,MED004,532,60,116,32.8,35
21-02-2025,PHC009,MED004,458,74,113,23.8,19
22-02-2025,PHC009,MED004,359,99,127,28,33
23-02-2025,PHC009,MED004,289,70,108,28.1,35
24-02-2025,PHC009,MED004,227,62,102,31.4,30
25-02-2025,PHC009,MED004,480,77,142,32,33
26-02-2025,PHC009,MED004,407,73,110,24.5,25
27-02-2025,PHC009,MED004,358,49,88,22.9,18
28-02-2025,PHC009,MED004,292,66,105,21.7,32
01-03-2025,PHC009,MED004,835,84,123,28.2,28
02-03-2025,PHC009,MED004,770,65,110,34.1,22
03-03-2025,PHC009,MED004,704,66,101,29.4,30
04-03-2025,PHC009,MED004,643,61,109,34.3,32
05-03-2025,PHC009,MED004,577,66,121,21.5,23
06-03-2025,PHC009,MED004,524,53,101,32.8,30
07-03-2025,PHC009,MED004,456,68,122,34.7,32
08-03-2025,PHC009,MED004,389,67,101,33.2,30
09-03-2025,PHC009,MED004,312,77,133,24.9,35
10-03-2025,PHC009,MED004,243,69,101,33.7,26
11-03-2025,PHC009,MED004,845,61,102,25.8,23
12-03-2025,PHC009,MED004,787,58,106,23.7,23
13-03-2025,PHC009,MED004,727,60,126,23.7,36
14-03-2025,PHC009,MED004,652,75,105,25.7,30
15-03-2025,PHC009,MED004,568,84,139,33.9,31
16-03-2025,PHC009,MED004,504,64,120,29.9,30
17-03-2025,PHC009,MED004,424,80,122,32.8,30
18-03-2025,PHC009,MED004,359,65,123,34.9,33
19-03-2025,PHC009,MED004,287,72,120,29.5,28
20-03-2025,PHC009,MED004,223,64,107,20,18
21-03-2025,PHC009,MED004,712,74,120,21,33
22-03-2025,PHC009,MED004,618,94,145,26.5,38
23-03-2025,PHC009,MED004,559,59,120,24,28
24-03-2025,PHC009,MED004,500,59,117,26.5,36
25-03-2025,PHC009,MED004,418,82,130,34.1,35
26-03-2025,PHC009,MED004,359,59,110,33.6,25
27-03-2025,PHC009,MED004,314,45,80,29.2,14
28-03-2025,PHC009,MED004,267,47,97,28.2,17
29-03-2025,PHC009,MED004,560,94,116,28.9,32
30-03-2025,PHC009,MED004,470,90,142,21.7,38
31-03-2025,PHC009,MED004,410,60,89,29.1,25
01-04-2025,PHC009,MED004,358,52,96,24.3,23
02-04-2025,PHC009,MED004,305,53,98,30.5,19
03-04-2025,PHC009,MED004,238,67,125,28.7,27
04-04-2025,PHC009,MED004,556,65,118,21.8,29
05-04-2025,PHC009,MED004,471,85,127,26.8,30
06-04-2025,PHC009,MED004,402,69,120,24.5,25
07-04-2025,PHC009,MED004,340,62,101,27.5,31
08-04-2025,PHC009,MED004,277,63,105,21.1,23
09-04-2025,PHC009,MED004,229,48,93,34.1,21
10-04-2025,PHC009,MED004,773,66,102,24.9,17
11-04-2025,PHC009,MED004,696,77,140,24.7,31
12-04-2025,PHC009,MED004,584,112,146,24.7,44
13-04-2025,PHC009,MED004,494,90,132,28.4,25
14-04-2025,PHC009,MED004,423,71,110,33.2,29
15-04-2025,PHC009,MED004,364,59,112,32.4,32
16-04-2025,PHC009,MED004,304,60,107,28.1,30
17-04-2025,PHC009,MED004,887,93,146,30.9,31
18-04-2025,PHC009,MED004,818,69,128,34.1,36
19-04-2025,PHC009,MED004,739,79,119,23.6,30
20-04-2025,PHC009,MED004,652,87,123,32.5,33
21-04-2025,PHC009,MED004,601,51,109,23.6,23
22-04-2025,PHC009,MED004,540,61,121,20.4,32
23-04-2025,PHC009,MED004,481,59,112,31,21
24-04-2025,PHC009,MED004,435,46,91,28,19
25-04-2025,PHC009,MED004,389,46,88,26.4,13
26-04-2025,PHC009,MED004,293,96,135,33.1,39
27-04-2025,PHC009,MED004,575,109,137,22,29
28-04-2025,PHC009,MED004,523,52,114,20.8,31
29-04-2025,PHC009,MED004,454,69,109,20.5,30
30-04-2025,PHC009,MED004,406,48,80,32.1,27
01-05-2025,PHC009,MED004,355,51,84,34.5,15
02-05-2025,PHC009,MED004,289,66,130,24.1,33
03-05-2025,PHC009,MED004,218,71,114,21,30
04-05-2025,PHC009,MED004,703,63,103,28.9,18
05-05-2025,PHC009,MED004,634,69,125,30.9,31
06-05-2025,PHC009,MED004,590,44,85,22.8,17
07-05-2025,PHC009,MED004,531,59,102,28.3,24
08-05-2025,PHC009,MED004,475,56,91,22.9,24
09-05-2025,PHC009,MED004,424,51,104,32.5,23
10-05-2025,PHC009,MED004,344,80,120,31.1,40
11-05-2025,PHC009,MED004,271,73,134,33.1,34
12-05-2025,PHC009,MED004,810,69,135,27.8,34
13-05-2025,PHC009,MED004,755,55,101,32.3,27
14-05-2025,PHC009,MED004,711,44,86,29.8,15
15-05-2025,PHC009,MED004,652,59,103,27,29
16-05-2025,PHC009,MED004,587,65,109,29.8,17
17-05-2025,PHC009,MED004,528,59,111,30.8,27
18-05-2025,PHC009,MED004,444,84,117,28.7,28
19-05-2025,PHC009,MED004,400,44,83,23,13
20-05-2025,PHC009,MED004,320,80,121,21.9,19
21-05-2025,PHC009,MED004,252,68,126,20.2,34
22-05-2025,PHC009,MED004,615,80,126,23.9,39
23-05-2025,PHC009,MED004,544,71,108,22.6,22
24-05-2025,PHC009,MED004,463,81,113,32.7,26
25-05-2025,PHC009,MED004,369,94,127,24.9,32
26-05-2025,PHC009,MED004,305,64,114,30.3,25
27-05-2025,PHC009,MED004,774,85,128,33.9,37
28-05-2025,PHC009,MED004,699,75,121,23.5,29
29-05-2025,PHC009,MED004,621,78,131,23.4,23
30-05-2025,PHC009,MED004,570,51,84,31,30
31-05-2025,PHC009,MED004,487,83,125,27.4,37
01-06-2025,PHC009,MED004,406,81,121,33,30
02-06-2025,PHC009,MED004,346,60,91,32.1,23
03-06-2025,PHC009,MED004,302,44,81,34.3,23
04-06-2025,PHC009,MED004,239,63,104,32.4,22
05-06-2025,PHC009,MED004,884,72,120,33.1,20
06-06-2025,PHC009,MED004,841,43,91,31.3,17
07-06-2025,PHC009,MED004,763,78,149,32.8,33
08-06-2025,PHC009,MED004,680,83,122,32.3,32
09-06-2025,PHC009,MED004,635,45,113,26.3,28
10-06-2025,PHC009,MED004,568,67,110,32.3,21
11-06-2025,PHC009,MED004,508,60,114,34.9,30
12-06-2025,PHC009,MED004,462,46,111,28,28
13-06-2025,PHC009,MED004,384,78,132,31.5,38
14-06-2025,PHC009,MED004,299,85,129,23.9,25
15-06-2025,PHC009,MED004,230,69,122,27.6,32
16-06-2025,PHC009,MED004,787,89,132,24.5,33
17-06-2025,PHC009,MED004,728,59,102,21,26
18-06-2025,PHC009,MED004,672,56,112,23.8,29
19-06-2025,PHC009,MED004,608,64,104,26.3,28
20-06-2025,PHC009,MED004,561,47,92,28,25
21-06-2025,PHC009,MED004,485,76,109,28.5,27
22-06-2025,PHC009,MED004,418,67,98,32.8,20
23-06-2025,PHC009,MED004,350,68,116,24.7,32
24-06-2025,PHC009,MED004,294,56,98,23.1,24
25-06-2025,PHC009,MED004,225,69,115,20.7,27
26-06-2025,PHC009,MED004,538,89,137,20,35
27-06-2025,PHC009,MED004,468,70,110,25,30
28-06-2025,PHC009,MED004,386,82,125,22,24
29-06-2025,PHC009,MED004,318,68,100,21.9,32
01-01-2025,PHC009,MED005,695,42,97,31.3,21
02-01-2025,PHC009,MED005,659,36,108,31.9,23
03-01-2025,PHC009,MED005,606,53,125,31.5,34
04-01-2025,PHC009,MED005,560,46,113,28.3,23
05-01-2025,PHC009,MED005,502,58,135,26.4,29
06-01-2025,PHC009,MED005,475,27,75,27.2,21
07-01-2025,PHC009,MED005,441,34,104,23.2,23
08-01-2025,PHC009,MED005,404,37,104,29.6,19
09-01-2025,PHC009,MED005,361,43,110,27.6,26
10-01-2025,PHC009,MED005,311,50,121,25.1,33
11-01-2025,PHC009,MED005,263,48,91,32.1,22
12-01-2025,PHC009,MED005,772,66,138,24.2,26
13-01-2025,PHC009,MED005,732,40,87,27.5,19
14-01-2025,PHC009,MED005,699,33,105,20.6,27
15-01-2025,PHC009,MED005,667,32,90,25.2,16
16-01-2025,PHC009,MED005,620,47,110,28.5,25
17-01-2025,PHC009,MED005,580,40,111,24.9,21
18-01-2025,PHC009,MED005,529,51,105,32.4,36
19-01-2025,PHC009,MED005,489,40,104,28.8,20
20-01-2025,PHC009,MED005,441,48,116,26.2,28
21-01-2025,PHC009,MED005,398,43,80,33.4,18
22-01-2025,PHC009,MED005,367,31,111,21.1,26
23-01-2025,PHC009,MED005,324,43,99,29.9,29
24-01-2025,PHC009,MED005,263,61,130,25.2,28
25-01-2025,PHC009,MED005,209,54,120,24.8,33
26-01-2025,PHC009,MED005,797,74,150,33.8,45
27-01-2025,PHC009,MED005,748,49,96,27,21
28-01-2025,PHC009,MED005,708,40,103,33.9,17
29-01-2025,PHC009,MED005,647,61,121,30.9,37
30-01-2025,PHC009,MED005,605,42,105,20.6,26
31-01-2025,PHC009,MED005,564,41,113,20.1,20
01-02-2025,PHC009,MED005,505,59,150,34.5,33
02-02-2025,PHC009,MED005,432,73,151,24.4,37
03-02-2025,PHC009,MED005,393,39,119,20.2,26
04-02-2025,PHC009,MED005,334,59,115,33.3,27
05-02-2025,PHC009,MED005,299,35,96,21.2,19
06-02-2025,PHC009,MED005,275,24,77,22.2,25
07-02-2025,PHC009,MED005,216,59,119,27.5,25
08-02-2025,PHC009,MED005,513,63,119,26.2,23
09-02-2025,PHC009,MED005,451,62,138,20.2,28
10-02-2025,PHC009,MED005,411,40,109,31.6,31
11-02-2025,PHC009,MED005,370,41,88,27,23
12-02-2025,PHC009,MED005,318,52,128,29.9,39
13-02-2025,PHC009,MED005,286,32,90,33.4,18
14-02-2025,PHC009,MED005,250,36,87,20.9,16
15-02-2025,PHC009,MED005,511,90,150,27.7,36
16-02-2025,PHC009,MED005,452,59,130,28.9,27
17-02-2025,PHC009,MED005,424,28,74,32.6,15
18-02-2025,PHC009,MED005,379,45,118,24.2,34
19-02-2025,PHC009,MED005,337,42,108,21.4,29
20-02-2025,PHC009,MED005,308,29,72,23.7,24
21-02-2025,PHC009,MED005,258,50,136,32.2,40
22-02-2025,PHC009,MED005,909,67,147,22.5,41
23-02-2025,PHC009,MED005,848,61,130,24.1,31
24-02-2025,PHC009,MED005,795,53,122,23,27
25-02-2025,PHC009,MED005,750,45,97,24.4,18
26-02-2025,PHC009,MED005,698,52,135,31.7,32
27-02-2025,PHC009,MED005,636,62,122,30.1,26
28-02-2025,PHC009,MED005,589,47,110,25,29
01-03-2025,PHC009,MED005,536,53,129,20.4,22
02-03-2025,PHC009,MED005,477,59,135,27.3,37
03-03-2025,PHC009,MED005,431,46,124,20.5,29
04-03-2025,PHC009,MED005,388,43,115,34.7,26
05-03-2025,PHC009,MED005,350,38,117,26.6,35
06-03-2025,PHC009,MED005,301,49,120,31.3,29
07-03-2025,PHC009,MED005,269,32,91,26.4,20
08-03-2025,PHC009,MED005,213,56,136,34.4,37
09-03-2025,PHC009,MED005,523,62,149,24.1,31
10-03-2025,PHC009,MED005,486,37,89,28,26
11-03-2025,PHC009,MED005,440,46,98,35,26
12-03-2025,PHC009,MED005,400,40,92,26,35
13-03-2025,PHC009,MED005,346,54,124,24,26
14-03-2025,PHC009,MED005,309,37,88,29.9,16
15-03-2025,PHC009,MED005,249,60,123,28.3,31
16-03-2025,PHC009,MED005,207,42,102,27.7,20
17-03-2025,PHC009,MED005,183,24,74,33.1,17
18-03-2025,PHC009,MED005,453,53,117,25,34
19-03-2025,PHC009,MED005,418,35,101,27.6,30
20-03-2025,PHC009,MED005,388,30,82,29.5,15
21-03-2025,PHC009,MED005,333,55,112,24.4,27
22-03-2025,PHC009,MED005,280,53,132,30.6,35
23-03-2025,PHC009,MED005,707,72,128,24.1,31
24-03-2025,PHC009,MED005,672,35,107,20.5,33
25-03-2025,PHC009,MED005,622,50,121,28.5,30
26-03-2025,PHC009,MED005,571,51,133,25.9,25
27-03-2025,PHC009,MED005,533,38,106,32.1,26
28-03-2025,PHC009,MED005,484,49,114,28.9,22
29-03-2025,PHC009,MED005,442,42,98,33,14
30-03-2025,PHC009,MED005,385,57,117,28.7,25
31-03-2025,PHC009,MED005,340,45,111,22.4,28
01-04-2025,PHC009,MED005,304,36,91,25.3,29
02-04-2025,PHC009,MED005,254,50,124,28.6,35
03-04-2025,PHC009,MED005,196,58,138,32.2,33
04-04-2025,PHC009,MED005,147,49,125,28.5,31
05-04-2025,PHC009,MED005,636,55,119,30,31
06-04-2025,PHC009,MED005,579,57,121,25.9,29
07-04-2025,PHC009,MED005,530,49,116,20.9,29
08-04-2025,PHC009,MED005,498,32,86,24.5,30
09-04-2025,PHC009,MED005,460,38,99,34,18
10-04-2025,PHC009,MED005,407,53,121,25.4,33
11-04-2025,PHC009,MED005,363,44,104,21.4,22
12-04-2025,PHC009,MED005,308,55,109,23.9,26
13-04-2025,PHC009,MED005,236,72,137,30.5,32
14-04-2025,PHC009,MED005,195,41,94,27.6,20
15-04-2025,PHC009,MED005,587,55,121,22.9,33
16-04-2025,PHC009,MED005,549,38,124,32,26
17-04-2025,PHC009,MED005,502,47,102,23.4,26
18-04-2025,PHC009,MED005,469,33,81,23.2,20
19-04-2025,PHC009,MED005,399,70,140,30,33
20-04-2025,PHC009,MED005,332,67,136,24.1,23
21-04-2025,PHC009,MED005,282,50,131,34.7,34
22-04-2025,PHC009,MED005,219,63,142,21.2,33
23-04-2025,PHC009,MED005,179,40,98,21.2,23
24-04-2025,PHC009,MED005,501,45,111,33,30
25-04-2025,PHC009,MED005,464,37,89,20.6,20
26-04-2025,PHC009,MED005,417,47,113,22.5,23
27-04-2025,PHC009,MED005,340,77,142,30.8,33
28-04-2025,PHC009,MED005,292,48,128,31.9,36
29-04-2025,PHC009,MED005,245,47,117,24.8,35
30-04-2025,PHC009,MED005,575,69,142,33.2,36
01-05-2025,PHC009,MED005,528,47,108,26.6,24
02-05-2025,PHC009,MED005,495,33,104,21.2,26
03-05-2025,PHC009,MED005,443,52,132,20.2,32
04-05-2025,PHC009,MED005,385,58,137,22.9,34
05-05-2025,PHC009,MED005,358,27,101,35,22
06-05-2025,PHC009,MED005,322,36,104,34.6,18
07-05-2025,PHC009,MED005,264,58,121,33.1,28
08-05-2025,PHC009,MED005,216,48,122,20.4,28
09-05-2025,PHC009,MED005,165,51,117,28.4,35
10-05-2025,PHC009,MED005,429,62,132,34.8,41
11-05-2025,PHC009,MED005,388,41,115,23.5,29
12-05-2025,PHC009,MED005,326,62,118,29.2,31
13-05-2025,PHC009,MED005,266,60,140,24.1,34
14-05-2025,PHC009,MED005,211,55,115,31.5,23
15-05-2025,PHC009,MED005,176,35,102,33.7,20
16-05-2025,PHC009,MED005,706,48,124,22.2,31
17-05-2025,PHC009,MED005,648,58,125,20.9,31
18-05-2025,PHC009,MED005,596,52,128,33.1,28
19-05-2025,PHC009,MED005,549,47,116,28.8,28
20-05-2025,PHC009,MED005,504,45,97,29.6,27
21-05-2025,PHC009,MED005,463,41,102,20.6,30
22-05-2025,PHC009,MED005,410,53,115,31.7,25
23-05-2025,PHC009,MED005,370,40,92,34.2,17
24-05-2025,PHC009,MED005,309,61,134,22.5,33
25-05-2025,PHC009,MED005,525,85,160,27.9,41
26-05-2025,PHC009,MED005,481,44,114,21,31
27-05-2025,PHC009,MED005,441,40,104,31.9,28
28-05-2025,PHC009,MED005,382,59,144,27.7,37
29-05-2025,PHC009,MED005,346,36,92,25.2,21
30-05-2025,PHC009,MED005,303,43,92,34.2,19
31-05-2025,PHC009,MED005,243,60,139,31.3,34
01-06-2025,PHC009,MED005,197,46,129,22.6,24
02-06-2025,PHC009,MED005,160,37,109,24.4,32
03-06-2025,PHC009,MED005,881,45,119,21.6,17
04-06-2025,PHC009,MED005,838,43,127,22,37
05-06-2025,PHC009,MED005,774,64,145,31.5,37
06-06-2025,PHC009,MED005,733,41,107,34.3,28
07-06-2025,PHC009,MED005,661,72,140,23.9,43
08-06-2025,PHC009,MED005,594,67,129,33,36
09-06-2025,PHC009,MED005,558,36,83,33.8,27
10-06-2025,PHC009,MED005,513,45,102,26.7,15
11-06-2025,PHC009,MED005,475,38,106,33.2,31
12-06-2025,PHC009,MED005,430,45,93,32.5,26
13-06-2025,PHC009,MED005,394,36,96,26.7,29
14-06-2025,PHC009,MED005,357,37,98,21.3,15
15-06-2025,PHC009,MED005,288,69,142,34.7,28
16-06-2025,PHC009,MED005,245,43,107,26.7,28
17-06-2025,PHC009,MED005,197,48,128,23.2,21
18-06-2025,PHC009,MED005,165,32,103,22.4,26
19-06-2025,PHC009,MED005,765,43,95,25.3,30
20-06-2025,PHC009,MED005,739,26,65,33.9,5
21-06-2025,PHC009,MED005,679,60,136,24.1,39
22-06-2025,PHC009,MED005,617,62,129,29.4,32
23-06-2025,PHC009,MED005,578,39,122,25.6,33
24-06-2025,PHC009,MED005,535,43,111,26.5,24
25-06-2025,PHC009,MED005,507,28,90,31.6,22
26-06-2025,PHC009,MED005,459,48,119,34.5,28
27-06-2025,PHC009,MED005,417,42,92,27.4,24
28-06-2025,PHC009,MED005,351,66,135,27.3,37
29-06-2025,PHC009,MED005,289,62,130,28.3,32
01-01-2025,PHC010,MED001,1116,59,74,31.8,18
02-01-2025,PHC010,MED001,1046,70,101,31.6,24
03-01-2025,PHC010,MED001,977,69,92,28.1,23
04-01-2025,PHC010,MED001,902,75,107,32.2,34
05-01-2025,PHC010,MED001,801,101,113,20.7,35
